,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
614,620,1.644311,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=321036 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],321036,2562,31232,1380,1.000000000139778e-06,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,1434,1434,54,1434,1434,1434,1434,1434,1434,False,False,True,False,False,False,False,False,False,9.999999999177334e-07,0.007529000000000119,0.000132000000000021,2.0000000000575113e-06,9.999999996956888e-07,5.000000000254801e-06,2.0000000000575113e-06,9.999999996956888e-07,0.005181000000000102
615,621,1.6443150000000002,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=322416 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],322416,2562,31232,1380,4.000000000115023e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,1434,1434,1434,54,1434,1434,1434,1434,1434,False,False,False,True,False,False,False,False,False,1.000000000139778e-06,9.999999999177334e-07,0.007529000000000119,0.000132000000000021,2.0000000000575113e-06,9.999999996956888e-07,5.000000000254801e-06,2.0000000000575113e-06,9.999999996956888e-07
616,622,1.6443159999999999,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=323796 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],323796,2562,31232,1380,9.999999996956888e-07,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,1434,1434,1434,1434,54,1434,1434,1434,1434,False,False,False,False,True,False,False,False,False,4.000000000115023e-06,1.000000000139778e-06,9.999999999177334e-07,0.007529000000000119,0.000132000000000021,2.0000000000575113e-06,9.999999996956888e-07,5.000000000254801e-06,2.0000000000575113e-06
617,623,1.6443169999999998,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=325176 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],325176,2562,31232,1380,9.999999999177334e-07,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,1434,1434,54,1434,1434,1434,False,False,False,False,False,True,False,False,False,9.999999996956888e-07,4.000000000115023e-06,1.000000000139778e-06,9.999999999177334e-07,0.007529000000000119,0.000132000000000021,2.0000000000575113e-06,9.999999996956888e-07,5.000000000254801e-06
618,624,1.6443189999999999,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,2.0000000000575113e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,1434,1434,1434,54,1434,1434,False,False,False,False,False,False,True,False,False,9.999999999177334e-07,9.999999996956888e-07,4.000000000115023e-06,1.000000000139778e-06,9.999999999177334e-07,0.007529000000000119,0.000132000000000021,2.0000000000575113e-06,9.999999996956888e-07
619,625,1.64432,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=327936 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],327936,2562,31232,1380,1.000000000139778e-06,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,1434,1434,1434,1434,54,1434,False,False,False,False,False,False,False,True,False,2.0000000000575113e-06,9.999999999177334e-07,9.999999996956888e-07,4.000000000115023e-06,1.000000000139778e-06,9.999999999177334e-07,0.007529000000000119,0.000132000000000021,2.0000000000575113e-06
620,626,1.6445009999999998,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=329316 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,329316,131072,0,0.00018099999999976468,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,1434,1434,1434,1434,1434,54,False,False,False,False,False,False,False,False,True,1.000000000139778e-06,2.0000000000575113e-06,9.999999999177334e-07,9.999999996956888e-07,4.000000000115023e-06,1.000000000139778e-06,9.999999999177334e-07,0.007529000000000119,0.000132000000000021
621,627,1.645734,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0012330000000002617,TCP,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,54,1434,1434,1434,1434,1434,1434,1434,1434,True,False,False,False,False,False,False,False,False,0.00018099999999976468,1.000000000139778e-06,2.0000000000575113e-06,9.999999999177334e-07,9.999999996956888e-07,4.000000000115023e-06,1.000000000139778e-06,9.999999999177334e-07,0.007529000000000119
622,628,1.645736,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=330696 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],330696,2562,31232,1380,2.0000000000575113e-06,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,1434,54,1434,1434,1434,1434,1434,1434,1434,False,True,False,False,False,False,False,False,False,0.0012330000000002617,0.00018099999999976468,1.000000000139778e-06,2.0000000000575113e-06,9.999999999177334e-07,9.999999996956888e-07,4.000000000115023e-06,1.000000000139778e-06,9.999999999177334e-07
623,629,1.645737,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=332076 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],332076,2562,31232,1380,9.999999999177334e-07,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1434,1434,54,1434,1434,1434,1434,1434,1434,False,False,True,False,False,False,False,False,False,2.0000000000575113e-06,0.0012330000000002617,0.00018099999999976468,1.000000000139778e-06,2.0000000000575113e-06,9.999999999177334e-07,9.999999996956888e-07,4.000000000115023e-06,1.000000000139778e-06
624,630,1.645839,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=333456 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,333456,131072,0,0.0001020000000000465,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,TCP,1434,1434,1434,54,1434,1434,1434,1434,1434,False,False,False,True,False,False,False,False,False,9.999999999177334e-07,2.0000000000575113e-06,0.0012330000000002617,0.00018099999999976468,1.000000000139778e-06,2.0000000000575113e-06,9.999999999177334e-07,9.999999996956888e-07,4.000000000115023e-06
625,631,1.651727,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=333456 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],333456,2562,31232,1380,0.005887999999999893,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TCP,TCP,54,1434,1434,1434,54,1434,1434,1434,1434,True,False,False,False,True,False,False,False,False,0.0001020000000000465,9.999999999177334e-07,2.0000000000575113e-06,0.0012330000000002617,0.00018099999999976468,1.000000000139778e-06,2.0000000000575113e-06,9.999999999177334e-07,9.999999996956888e-07
626,632,1.65173,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=334836 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],334836,2562,31232,1380,2.9999999999752447e-06,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TCP,1434,54,1434,1434,1434,54,1434,1434,1434,False,True,False,False,False,True,False,False,False,0.005887999999999893,0.0001020000000000465,9.999999999177334e-07,2.0000000000575113e-06,0.0012330000000002617,0.00018099999999976468,1.000000000139778e-06,2.0000000000575113e-06,9.999999999177334e-07
627,633,1.6517369999999998,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=336216 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],336216,2562,31232,1380,6.999999999868223e-06,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,1434,1434,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,2.9999999999752447e-06,0.005887999999999893,0.0001020000000000465,9.999999999177334e-07,2.0000000000575113e-06,0.0012330000000002617,0.00018099999999976468,1.000000000139778e-06,2.0000000000575113e-06
628,634,1.6518439999999999,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=337596 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,337596,131072,0,0.00010700000000007925,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,1434,1434,1434,54,1434,1434,1434,54,1434,False,False,False,True,False,False,False,True,False,6.999999999868223e-06,2.9999999999752447e-06,0.005887999999999893,0.0001020000000000465,9.999999999177334e-07,2.0000000000575113e-06,0.0012330000000002617,0.00018099999999976468,1.000000000139778e-06
629,635,1.6534229999999999,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=337596 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],337596,2562,31232,1380,0.001578999999999997,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,54,1434,1434,1434,54,1434,1434,1434,54,True,False,False,False,True,False,False,False,True,0.00010700000000007925,6.999999999868223e-06,2.9999999999752447e-06,0.005887999999999893,0.0001020000000000465,9.999999999177334e-07,2.0000000000575113e-06,0.0012330000000002617,0.00018099999999976468
630,636,1.653425,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=338976 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],338976,2562,31232,1380,2.0000000000575113e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,1434,54,1434,1434,1434,54,1434,1434,1434,False,True,False,False,False,True,False,False,False,0.001578999999999997,0.00010700000000007925,6.999999999868223e-06,2.9999999999752447e-06,0.005887999999999893,0.0001020000000000465,9.999999999177334e-07,2.0000000000575113e-06,0.0012330000000002617
631,637,1.6534259999999998,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=340356 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],340356,2562,31232,1380,9.999999999177334e-07,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,2.0000000000575113e-06,0.001578999999999997,0.00010700000000007925,6.999999999868223e-06,2.9999999999752447e-06,0.005887999999999893,0.0001020000000000465,9.999999999177334e-07,2.0000000000575113e-06
632,638,1.653525,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=341736 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,341736,131072,0,9.900000000007125e-05,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,54,1434,1434,1434,54,1434,False,False,False,True,False,False,False,True,False,9.999999999177334e-07,2.0000000000575113e-06,0.001578999999999997,0.00010700000000007925,6.999999999868223e-06,2.9999999999752447e-06,0.005887999999999893,0.0001020000000000465,9.999999999177334e-07
633,639,1.656743,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=341736 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],341736,2562,31232,1380,0.003218000000000165,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,54,1434,1434,1434,54,1434,1434,1434,54,True,False,False,False,True,False,False,False,True,9.900000000007125e-05,9.999999999177334e-07,2.0000000000575113e-06,0.001578999999999997,0.00010700000000007925,6.999999999868223e-06,2.9999999999752447e-06,0.005887999999999893,0.0001020000000000465
634,640,1.659288,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0025450000000000195,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,54,1434,1434,1434,54,1434,1434,1434,False,True,False,False,False,True,False,False,False,0.003218000000000165,9.900000000007125e-05,9.999999999177334e-07,2.0000000000575113e-06,0.001578999999999997,0.00010700000000007925,6.999999999868223e-06,2.9999999999752447e-06,0.005887999999999893
635,641,1.659289,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,9.999999999177334e-07,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,0.0025450000000000195,0.003218000000000165,9.900000000007125e-05,9.999999999177334e-07,2.0000000000575113e-06,0.001578999999999997,0.00010700000000007925,6.999999999868223e-06,2.9999999999752447e-06
636,642,1.659375,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=345876 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,345876,131072,0,8.60000000000305e-05,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,54,1434,1434,1434,54,1434,False,False,False,True,False,False,False,True,False,9.999999999177334e-07,0.0025450000000000195,0.003218000000000165,9.900000000007125e-05,9.999999999177334e-07,2.0000000000575113e-06,0.001578999999999997,0.00010700000000007925,6.999999999868223e-06
637,643,1.663527,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=345876 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],345876,2562,31232,1380,0.0041519999999999335,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,54,1434,1434,1434,54,1434,1434,1434,54,True,False,False,False,True,False,False,False,True,8.60000000000305e-05,9.999999999177334e-07,0.0025450000000000195,0.003218000000000165,9.900000000007125e-05,9.999999999177334e-07,2.0000000000575113e-06,0.001578999999999997,0.00010700000000007925
638,644,1.6635939999999998,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=347256 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,347256,131072,0,6.69999999998172e-05,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,TCP,1434,54,1434,1434,1434,54,1434,1434,1434,False,True,False,False,False,True,False,False,False,0.0041519999999999335,8.60000000000305e-05,9.999999999177334e-07,0.0025450000000000195,0.003218000000000165,9.900000000007125e-05,9.999999999177334e-07,2.0000000000575113e-06,0.001578999999999997
639,645,1.6688610000000001,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=347256 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],347256,2562,31232,1380,0.005267000000000355,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,TCP,54,1434,54,1434,1434,1434,54,1434,1434,True,False,True,False,False,False,True,False,False,6.69999999998172e-05,0.0041519999999999335,8.60000000000305e-05,9.999999999177334e-07,0.0025450000000000195,0.003218000000000165,9.900000000007125e-05,9.999999999177334e-07,2.0000000000575113e-06
640,646,1.6688630000000002,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=348636 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],348636,2562,31232,1380,2.0000000000575113e-06,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,TCP,1434,54,1434,54,1434,1434,1434,54,1434,False,True,False,True,False,False,False,True,False,0.005267000000000355,6.69999999998172e-05,0.0041519999999999335,8.60000000000305e-05,9.999999999177334e-07,0.0025450000000000195,0.003218000000000165,9.900000000007125e-05,9.999999999177334e-07
641,647,1.6689330000000002,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=350016 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,350016,131072,0,7.00000000000145e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TCP,1434,1434,54,1434,54,1434,1434,1434,54,False,False,True,False,True,False,False,False,True,2.0000000000575113e-06,0.005267000000000355,6.69999999998172e-05,0.0041519999999999335,8.60000000000305e-05,9.999999999177334e-07,0.0025450000000000195,0.003218000000000165,9.900000000007125e-05
642,648,1.673032,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=350016 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],350016,2562,31232,1380,0.004098999999999853,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,TCP,54,1434,1434,54,1434,54,1434,1434,1434,True,False,False,True,False,True,False,False,False,7.00000000000145e-05,2.0000000000575113e-06,0.005267000000000355,6.69999999998172e-05,0.0041519999999999335,8.60000000000305e-05,9.999999999177334e-07,0.0025450000000000195,0.003218000000000165
643,649,1.6730349999999998,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=351396 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],351396,2562,31232,1380,2.9999999997532e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TLSv1.3,1434,54,1434,1434,54,1434,54,1434,1434,False,True,False,False,True,False,True,False,False,0.004098999999999853,7.00000000000145e-05,2.0000000000575113e-06,0.005267000000000355,6.69999999998172e-05,0.0041519999999999335,8.60000000000305e-05,9.999999999177334e-07,0.0025450000000000195
644,650,1.673036,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=352776 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],352776,2562,31232,1380,1.000000000139778e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,1434,1434,54,1434,1434,54,1434,54,1434,False,False,True,False,False,True,False,True,False,2.9999999997532e-06,0.004098999999999853,7.00000000000145e-05,2.0000000000575113e-06,0.005267000000000355,6.69999999998172e-05,0.0041519999999999335,8.60000000000305e-05,9.999999999177334e-07
645,651,1.673255,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=354156 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,354156,131072,0,0.00021899999999996922,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,54,1434,1434,54,1434,54,False,False,False,True,False,False,True,False,True,1.000000000139778e-06,2.9999999997532e-06,0.004098999999999853,7.00000000000145e-05,2.0000000000575113e-06,0.005267000000000355,6.69999999998172e-05,0.0041519999999999335,8.60000000000305e-05
646,652,1.674809,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=354156 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],354156,2562,31232,1380,0.0015540000000000553,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,54,1434,1434,1434,54,1434,1434,54,1434,True,False,False,False,True,False,False,True,False,0.00021899999999996922,1.000000000139778e-06,2.9999999997532e-06,0.004098999999999853,7.00000000000145e-05,2.0000000000575113e-06,0.005267000000000355,6.69999999998172e-05,0.0041519999999999335
647,653,1.674811,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=355536 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],355536,2562,31232,1380,2.0000000000575113e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,54,1434,1434,1434,54,1434,1434,54,False,True,False,False,False,True,False,False,True,0.0015540000000000553,0.00021899999999996922,1.000000000139778e-06,2.9999999997532e-06,0.004098999999999853,7.00000000000145e-05,2.0000000000575113e-06,0.005267000000000355,6.69999999998172e-05
648,654,1.674893,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=356916 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,356916,131072,0,8.199999999991547e-05,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,2.0000000000575113e-06,0.0015540000000000553,0.00021899999999996922,1.000000000139778e-06,2.9999999997532e-06,0.004098999999999853,7.00000000000145e-05,2.0000000000575113e-06,0.005267000000000355
649,655,1.676969,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=356916 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],356916,2562,31232,1380,0.0020759999999999668,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,54,1434,1434,54,1434,1434,1434,54,1434,True,False,False,True,False,False,False,True,False,8.199999999991547e-05,2.0000000000575113e-06,0.0015540000000000553,0.00021899999999996922,1.000000000139778e-06,2.9999999997532e-06,0.004098999999999853,7.00000000000145e-05,2.0000000000575113e-06
650,656,1.676973,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=358296 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],358296,2562,31232,1380,4.000000000115023e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,54,1434,1434,54,1434,1434,1434,54,False,True,False,False,True,False,False,False,True,0.0020759999999999668,8.199999999991547e-05,2.0000000000575113e-06,0.0015540000000000553,0.00021899999999996922,1.000000000139778e-06,2.9999999997532e-06,0.004098999999999853,7.00000000000145e-05
651,657,1.676975,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,2.0000000000575113e-06,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,54,1434,1434,54,1434,1434,1434,False,False,True,False,False,True,False,False,False,4.000000000115023e-06,0.0020759999999999668,8.199999999991547e-05,2.0000000000575113e-06,0.0015540000000000553,0.00021899999999996922,1.000000000139778e-06,2.9999999997532e-06,0.004098999999999853
652,658,1.677056,Target,157.240.14.19,TCP,54,51763  >  443 [ACK] Seq=2562 Ack=361056 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2562,361056,131072,0,8.099999999999774e-05,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,1434,1434,1434,54,1434,1434,54,1434,1434,False,False,False,True,False,False,True,False,False,2.0000000000575113e-06,4.000000000115023e-06,0.0020759999999999668,8.199999999991547e-05,2.0000000000575113e-06,0.0015540000000000553,0.00021899999999996922,1.000000000139778e-06,2.9999999997532e-06
653,659,1.6784599999999998,157.240.14.19,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0014039999999997388,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TCP,54,1434,1434,1434,54,1434,1434,54,1434,True,False,False,False,True,False,False,True,False,8.099999999999774e-05,2.0000000000575113e-06,4.000000000115023e-06,0.0020759999999999668,8.199999999991547e-05,2.0000000000575113e-06,0.0015540000000000553,0.00021899999999996922,1.000000000139778e-06
654,660,1.678462,157.240.14.19,Target,TCP,1434,443  >  51763 [ACK] Seq=362436 Ack=2562 Win=31232 Len=1380 [TCP segment of a reassembled PDU],False,,,Browsing,6,  >   [ACK] Seq= Ack= Win= Len= [TCP segment of a reassembled PDU],[ACK],362436,2562,31232,1380,2.0000000000575113e-06,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1434,54,1434,1434,1434,54,1434,1434,54,False,True,False,False,False,True,False,False,True,0.0014039999999997388,8.099999999999774e-05,2.0000000000575113e-06,4.000000000115023e-06,0.0020759999999999668,8.199999999991547e-05,2.0000000000575113e-06,0.0015540000000000553,0.00021899999999996922
